Date_reported,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2025-05-22,India,,45045163,,533666
2025-05-23,India,,45045163,,533666
2025-05-24,India,,45045163,,533666
2025-05-25,India,,45045163,,533666
2025-05-26,India,1064.0,45046227,7.0,533673
2025-05-27,India,,45046227,,533673
2025-05-28,India,,45046227,,533673
2025-05-29,India,,45046227,,533673
2025-05-30,India,511.0,45046738,7.0,533680
2025-05-31,India,685.0,45047423,4.0,533684
2025-06-01,India,2765.0,45050188,9.0,533693
2025-06-02,India,225.0,45050413,5.0,533698
2025-06-03,India,331.0,45050744,7.0,533705
2025-06-04,India,578.0,45051322,7.0,533712
2025-06-05,India,507.0,45051829,4.0,533716
2025-06-06,India,432.0,45052261,4.0,533720
2025-06-07,India,461.0,45052722,4.0,533724
2025-06-08,India,358.0,45053080,2.0,533726
2025-06-09,India,315.0,45053395,3.0,533729
2025-06-10,India,324.0,45053719,3.0,533732
2025-06-11,India,177.0,45053896,3.0,533735
2025-06-12,India,200.0,45054096,1.0,533736
2025-06-13,India,354.0,45054450,9.0,533745
2025-06-14,India,134.0,45054584,10.0,533755
2025-06-15,India,101.0,45054685,11.0,533766
2025-06-16,India,178.0,45054863,1.0,533767
2025-06-17,India,163.0,45055026,4.0,533771
2025-06-18,India,40.0,45055066,3.0,533774
2025-06-19,India,64.0,45055130,4.0,533778
2025-06-20,India,51.0,45055181,1.0,533779
2025-06-21,India,61.0,45055242,2.0,533781
2025-06-22,India,61.0,45055303,2.0,533783
2025-06-23,India,7.0,45055310,3.0,533786
2025-06-24,India,8.0,45055318,,533786
2025-06-25,India,8.0,45055326,,533786
2025-06-26,India,10.0,45055336,4.0,533790
2025-06-27,India,10.0,45055346,2.0,533792
2025-06-28,India,29.0,45055375,3.0,533795
2025-06-29,India,6.0,45055381,,533795
2025-06-30,India,10.0,45055391,2.0,533797
2025-07-01,India,22.0,45055413,2.0,533799
2025-07-02,India,13.0,45055426,,533799
2025-07-03,India,8.0,45055434,1.0,533800
2025-07-04,India,16.0,45055450,1.0,533801
2025-07-05,India,27.0,45055477,3.0,533804
2025-07-06,India,15.0,45055492,1.0,533805
2025-07-07,India,4.0,45055496,2.0,533807
2025-07-08,India,12.0,45055508,2.0,533809
2025-07-09,India,14.0,45055522,1.0,533810
2025-07-10,India,27.0,45055549,,533810
2025-07-11,India,17.0,45055566,2.0,533812
2025-07-12,India,13.0,45055579,,533812
2025-07-13,India,18.0,45055597,1.0,533813
2025-07-14,India,5.0,45055602,3.0,533816
2025-07-15,India,20.0,45055622,3.0,533819
2025-07-16,India,30.0,45055652,2.0,533821
2025-07-17,India,22.0,45055674,,533821
2025-07-18,India,12.0,45055686,2.0,533823
2025-07-19,India,17.0,45055703,1.0,533824
2025-07-20,India,10.0,45055713,1.0,533825
2025-07-21,India,14.0,45055727,1.0,533826
2025-07-22,India,19.0,45055746,1.0,533827
2025-07-23,India,23.0,45055769,,533827
2025-07-24,India,23.0,45055792,1.0,533828
2025-07-25,India,13.0,45055805,,533828
2025-07-26,India,6.0,45055811,,533828
2025-07-27,India,12.0,45055823,,533828
2025-07-28,India,7.0,45055830,2.0,533830
2025-07-29,India,8.0,45055838,1.0,533831
2025-07-30,India,12.0,45055850,,533831
2025-07-31,India,22.0,45055872,,533831
2025-08-01,India,22.0,45055894,3.0,533834
2025-08-02,India,13.0,45055907,,533834
2025-08-03,India,5.0,45055912,,533834
2025-08-04,India,8.0,45055920,,533834
2025-08-05,India,14.0,45055934,3.0,533837
2025-08-06,India,,45055934,,533837
2025-08-07,India,11.0,45055945,,533837
2025-08-08,India,4.0,45055949,,533837
2025-08-09,India,5.0,45055954,,533837
2025-08-10,India,,45055954,,533837
2025-08-11,India,3.0,45055957,1.0,533838
2025-08-12,India,9.0,45055966,3.0,533841
2025-08-13,India,8.0,45055974,,533841
2025-08-14,India,6.0,45055980,,533841
2025-08-15,India,5.0,45055985,,533841
2025-08-16,India,2.0,45055987,,533841
2025-08-17,India,4.0,45055991,,533841
2025-08-18,India,11.0,45056002,,533841
2025-08-19,India,4.0,45056006,1.0,533842
2025-08-20,India,5.0,45056011,2.0,533844
2025-08-21,India,8.0,45056019,1.0,533845
2025-08-22,India,13.0,45056032,,533845
2025-08-23,India,5.0,45056037,1.0,533846
2025-08-24,India,2.0,45056039,,533846
2025-08-25,India,2.0,45056041,,533846
2025-08-26,India,3.0,45056044,,533846
2025-08-27,India,7.0,45056051,,533846
2025-08-28,India,2.0,45056053,,533846
2025-08-29,India,7.0,45056060,,533846
2025-08-30,India,9.0,45056069,,533846
2025-08-31,India,4.0,45056073,,533846
2025-09-01,India,2.0,45056075,,533846
2025-09-02,India,2.0,45056077,,533846
2025-09-03,India,1.0,45056078,,533846
2025-09-04,India,2.0,45056080,,533846
2025-09-05,India,,45056080,,533846
2025-09-06,India,5.0,45056085,1.0,533847
2025-09-07,India,4.0,45056089,,533847
2025-09-08,India,,45056089,,533847
2025-09-09,India,2.0,45056091,,533847
2025-09-10,India,4.0,45056095,,533847
2025-09-11,India,4.0,45056099,,533847
2025-09-12,India,1.0,45056100,,533847
2025-09-13,India,5.0,45056105,,533847
2025-09-14,India,2.0,45056107,,533847
2025-09-15,India,4.0,45056111,,533847
2025-09-16,India,3.0,45056114,,533847
2025-09-17,India,1.0,45056115,,533847
2025-09-18,India,1.0,45056116,,533847
2025-09-19,India,,45056116,,533847
2025-09-20,India,,45056116,,533847
2025-09-21,India,1.0,45056117,,533847
2025-09-22,India,,45056117,,533847
2025-09-23,India,,45056117,,533847
2025-09-24,India,,45056117,,533847
2025-09-25,India,,45056117,,533847
2025-09-26,India,,45056117,,533847
2025-09-27,India,,45056117,,533847
2025-09-28,India,,45056117,,533847
2025-09-29,India,5.0,45056122,,533847
2025-09-30,India,,45056122,,533847
2025-10-01,India,,45056122,,533847
2025-10-02,India,,45056122,,533847
2025-10-03,India,,45056122,,533847
2025-10-04,India,,45056122,,533847
2025-10-05,India,4.0,45056126,,533847
2025-10-06,India,,45056126,,533847
2025-10-07,India,,45056126,,533847
2025-10-08,India,,45056126,,533847
2025-10-09,India,,45056126,,533847
2025-10-10,India,,45056126,,533847
2025-10-11,India,,45056126,,533847
2025-10-12,India,,45056126,,533847
2025-10-13,India,,45056126,,533847
2025-10-14,India,,45056126,,533847
2025-10-15,India,,45056126,,533847
2025-10-16,India,,45056126,,533847
2025-10-17,India,,45056126,,533847
2025-10-18,India,,45056126,,533847
2025-10-19,India,,45056126,,533847
2025-10-20,India,,45056126,,533847
2025-10-21,India,,45056126,,533847
2025-10-22,India,,45056126,,533847
2025-10-23,India,,45056126,,533847
2025-10-24,India,,45056126,,533847
2025-10-25,India,,45056126,,533847
2025-10-26,India,,45056126,,533847
2025-10-27,India,,45056126,,533847
2025-10-28,India,,45056126,,533847
2025-10-29,India,,45056126,,533847
2025-10-30,India,,45056126,,533847
2025-10-31,India,,45056126,,533847
2025-11-01,India,,45056126,,533847
2025-11-02,India,,45056126,,533847
2025-11-03,India,,45056126,,533847
2025-11-04,India,,45056126,,533847
2025-11-05,India,,45056126,,533847
2025-11-06,India,,45056126,,533847
2025-11-07,India,,45056126,,533847
2025-11-08,India,,45056126,,533847
2025-11-09,India,,45056126,,533847
2025-11-10,India,,45056126,,533847
2025-11-11,India,,45056126,,533847
2025-11-12,India,,45056126,,533847
2025-11-13,India,,45056126,,533847
2025-11-14,India,,45056126,,533847
2025-11-15,India,,45056126,,533847
2025-11-16,India,,45056126,,533847
2025-11-17,India,,45056126,,533847
2025-11-18,India,,45056126,,533847
2025-11-19,India,,45056126,,533847
2025-11-20,India,,45056126,,533847
2025-11-21,India,,45056126,,533847
2025-11-22,India,,45056126,,533847
2025-11-23,India,,45056126,,533847
2025-11-24,India,,45056126,,533847
2025-11-25,India,,45056126,,533847
2025-11-26,India,,45056126,,533847
2025-11-27,India,,45056126,,533847
2025-11-28,India,,45056126,,533847
2025-11-29,India,,45056126,,533847
2025-11-30,India,,45056126,,533847
2025-12-01,India,,45056126,,533847
2025-12-02,India,,45056126,,533847
2025-12-03,India,,45056126,,533847
2025-12-04,India,,45056126,,533847
2025-12-05,India,,45056126,,533847
2025-12-06,India,,45056126,,533847
2025-12-07,India,,45056126,,533847
2025-12-08,India,,45056126,,533847
2025-12-09,India,,45056126,,533847
2025-12-10,India,,45056126,,533847
2025-12-11,India,,45056126,,533847
2025-12-12,India,,45056126,,533847
2025-12-13,India,,45056126,,533847
2025-12-14,India,,45056126,,533847
2025-12-15,India,,45056126,,533847
2025-12-16,India,,45056126,,533847
2025-12-17,India,,45056126,,533847
2025-12-18,India,,45056126,,533847
2025-12-19,India,,45056126,,533847
2025-12-20,India,,45056126,,533847
2025-12-21,India,,45056126,,533847
2025-12-22,India,,45056126,,533847
2025-12-23,India,,45056126,,533847
2025-12-24,India,,45056126,,533847
2025-12-25,India,,45056126,,533847
2025-12-26,India,,45056126,,533847
2025-12-27,India,,45056126,,533847
2025-12-28,India,,45056126,,533847
2025-12-29,India,,45056126,,533847
2025-12-30,India,,45056126,,533847
2025-12-31,India,,45056126,,533847
2026-01-01,India,,45056126,,533847
2026-01-02,India,,45056126,,533847
2026-01-03,India,,45056126,,533847
2026-01-04,India,,45056126,,533847
